txn_id,date,category,amount
t5220,2025-09-12,retail,102.64
t3529,2025-05-06,food,23.74
t8317,2025-02-13,gas,68.46
t2486,2025-03-08,retail,92.44
t10541,2025-05-21,gas,61.47
t3275,2025-01-14,retail,165.66
a91,2025-03-10,entertainment,497.56
t3134,2025-07-05,entertainment,62.09
t1887,2025-05-25,retail,102.99
t24,2025-02-04,utilities,173.57
t5611,2025-07-12,utilities,91.4
t9667,2025-03-29,gas,73.03
t1310,2025-03-18,other,30.45
t5782,2025-10-02,food,30.7
t790,2025-07-22,gas,39.75
t3144,2025-06-17,food,30.57
t4677,2025-06-15,utilities,189.99
t11151,2025-04-09,food,25.29
t6826,2025-07-01,food,28.79
t2515,2025-07-06,utilities,120.06
t10995,2025-03-21,entertainment,17.7
t8396,2025-06-11,food,22.69
t10386,2025-05-24,entertainment,41.34
t8795,2025-01-17,utilities,105.2
t7667,2025-02-04,entertainment,98.1
t4886,2025-03-09,retail,102.29
t9797,2025-06-30,food,18.48
t1958,2025-02-26,travel,374.91
t3306,2025-09-06,food,30.7
t11456,2025-06-22,retail,50.86
t5164,2025-02-05,food,26.34
t6830,2025-09-18,other,19.25
t10514,2025-03-31,entertainment,48.68
t9956,2025-10-07,gas,72.25
t1396,2025-08-18,retail,196.44
t10367,2025-07-18,retail,127.94
t7521,2025-07-30,travel,786.47
t7949,2025-03-31,food,8.7
a170,2025-10-05,entertainment,497.96
t9469,2025-06-26,entertainment,65.55
t9347,2025-06-18,utilities,164.98
t6518,2025-09-26,food,30.61
t4683,2025-10-16,food,33.31
t10144,2025-08-20,entertainment,18.73
t5630,2025-01-26,food,19.94
t1227,2025-04-07,food,19.45
t3929,2025-10-27,travel,480.05
t3296,2025-04-05,food,18.8
t8314,2025-09-05,food,8.03
t5527,2025-09-07,other,110.24
t8616,2025-05-22,entertainment,36.79
t5501,2025-09-28,travel,353.17
t4601,2025-09-08,retail,122.61
t7746,2025-01-10,food,21.5
t9571,2025-09-23,retail,82.92
t1311,2025-03-03,food,13.06
t4527,2025-04-18,food,18.03
t3496,2025-10-12,gas,93.29
t7488,2025-10-23,entertainment,71.66
t7056,2025-09-26,food,17.71
t4394,2025-06-26,retail,5.0
t7026,2025-06-12,gas,79.38
t3423,2025-05-19,food,27.65
t1823,2025-03-06,other,44.75
t6917,2025-05-29,food,22.2
t1316,2025-01-31,food,28.9
t11241,2025-07-21,food,29.28
t8292,2025-08-19,travel,604.95
t2316,2025-09-20,retail,159.37
t2827,2025-05-27,utilities,121.4
a165,2025-06-05,utilities,2286.43
t11174,2025-09-21,food,27.03
t2596,2025-02-17,gas,30.51
t9549,2025-09-24,food,36.1
t1340,2025-10-02,retail,149.62
t5970,2025-05-17,food,27.93
t739,2025-05-01,utilities,35.15
t966,2025-10-15,retail,136.76
t253,2025-03-12,food,39.92
t8654,2025-05-08,food,42.34
t7709,2025-01-28,other,46.24
t2099,2025-10-24,utilities,125.86
t4081,2025-03-24,entertainment,79.1
t873,2025-03-19,other,85.63
t5493,2025-09-03,entertainment,68.98
t4897,2025-03-05,other,2.5
t8709,2025-04-28,food,19.59
t6638,2025-10-05,other,76.62
t11298,2025-01-20,retail,5.0
t4386,2025-04-26,other,154.37
t7131,2025-03-26,utilities,146.0
t5815,2025-10-22,retail,71.69
t4133,2025-10-01,entertainment,89.37
t9283,2025-07-20,retail,138.91
t9527,2025-04-15,other,119.54
t9749,2025-10-20,food,30.5
t6434,2025-04-27,entertainment,82.37
t5512,2025-10-27,retail,77.03
t10357,2025-05-24,gas,73.21
t6786,2025-02-24,travel,690.94
t10028,2025-04-06,food,27.44
t5465,2025-07-09,food,24.26
t4229,2025-09-21,food,17.08
t8268,2025-01-09,utilities,188.61
t8216,2025-10-22,food,44.95
t7523,2025-07-11,food,11.57
a6,2025-03-03,entertainment,621.26
t448,2025-10-20,gas,74.78
t9809,2025-09-11,food,5.79
t57,2025-06-12,other,41.63
t11028,2025-03-31,food,15.37
t2856,2025-01-13,food,42.04
t6235,2025-01-25,food,20.32
t477,2025-03-28,retail,99.45
t8898,2025-08-31,food,25.7
t6628,2025-09-11,entertainment,95.43
t5360,2025-08-24,food,34.46
t4760,2025-09-26,food,25.75
t5599,2025-07-14,retail,232.29
t9009,2025-01-15,retail,47.94
t7745,2025-06-10,travel,311.21
a51,2025-02-23,food,487.15
t751,2025-03-18,gas,43.77
t8095,2025-09-19,food,31.08
t8559,2025-02-19,food,33.87
t377,2025-04-09,travel,353.57
t2459,2025-04-27,food,16.77
t11676,2025-01-03,retail,109.12
t10951,2025-09-22,retail,9.75
t4257,2025-06-25,other,70.78
t10089,2025-10-17,gas,37.6
t9031,2025-10-16,other,134.15
t9678,2025-02-11,food,28.72
a225,2025-03-10,food,1995.88
t11577,2025-03-01,other,40.44
t10202,2025-10-05,food,26.06
t9700,2025-10-18,food,19.72
t2401,2025-10-08,food,31.81
t4763,2025-06-30,food,41.02
t10404,2025-06-10,entertainment,39.34
t5361,2025-01-03,other,134.75
t11724,2025-05-17,entertainment,9.04
t7768,2025-09-22,gas,80.24
t11430,2025-07-28,food,28.77
t9757,2025-09-29,retail,158.23
t9386,2025-07-16,gas,44.07
t8128,2025-04-27,other,32.83
t6211,2025-09-05,gas,38.18
t4451,2025-02-25,entertainment,110.63
t9538,2025-09-28,retail,70.7
t228,2025-09-13,gas,39.45
t5494,2025-10-01,gas,66.48
t2318,2025-04-10,food,35.87
t11649,2025-07-29,retail,103.14
t4163,2025-09-12,food,13.55
t10338,2025-03-01,gas,47.29
t2649,2025-05-18,travel,701.37
t1509,2025-05-16,food,30.71
t5936,2025-09-16,entertainment,123.66
t11196,2025-01-19,food,40.57
t1685,2025-06-30,food,39.95
t500,2025-06-23,entertainment,49.89
t9295,2025-01-25,retail,73.45
t1700,2025-09-26,food,23.1
t1878,2025-01-15,food,27.12
t4112,2025-08-06,entertainment,37.34
t514,2025-04-27,food,22.36
t9708,2025-09-08,retail,171.0
t3298,2025-10-03,travel,187.63
t2705,2025-01-28,travel,90.28
t7919,2025-09-06,entertainment,57.42
t7750,2025-08-18,travel,674.23
t10434,2025-08-02,retail,134.69
t7230,2025-08-03,gas,43.25
t7900,2025-01-18,gas,56.9
t6736,2025-10-19,retail,148.99
t7775,2025-07-03,entertainment,78.22
t475,2025-05-20,entertainment,114.55
t5704,2025-02-09,food,16.9
t3669,2025-04-07,utilities,155.26
t3609,2025-03-18,retail,139.2
a18,2025-04-14,other,1161.08
t6751,2025-07-07,utilities,101.49
t2917,2025-08-03,retail,116.98
t9034,2025-09-23,utilities,113.85
t4374,2025-09-12,other,114.56
t481,2025-09-11,retail,66.99
t7347,2025-06-07,gas,54.48
t4795,2025-09-24,food,22.12
t2578,2025-06-22,entertainment,58.54
t10857,2025-10-22,travel,704.37
t10509,2025-06-05,food,13.21
t8288,2025-10-12,retail,89.55
t9919,2025-07-13,food,27.02
t3551,2025-08-20,gas,79.64
a53,2025-03-10,entertainment,1286.96
t5825,2025-07-04,food,34.01
t7599,2025-09-19,other,56.69
t4846,2025-09-20,retail,105.12
t1350,2025-06-07,other,79.82
t11542,2025-07-16,food,26.52
t4631,2025-05-04,food,41.1
t3161,2025-09-02,entertainment,58.54
t8889,2025-10-27,retail,127.6
t2923,2025-10-15,food,17.14
t7038,2025-01-21,gas,68.08
t9994,2025-07-29,travel,410.84
t1607,2025-07-16,retail,65.63
t4908,2025-04-25,food,19.32
t3032,2025-07-30,entertainment,21.17
t2763,2025-09-04,other,115.58
t7977,2025-04-17,food,42.98
t3112,2025-07-30,retail,63.69
t7336,2025-10-17,other,122.21
t1660,2025-10-03,entertainment,127.6
t5849,2025-09-29,food,37.61
t9868,2025-01-16,retail,144.69
t1447,2025-10-10,travel,627.44
t3845,2025-04-05,gas,50.31
t1021,2025-08-29,retail,94.78
t706,2025-05-21,food,18.92
t4774,2025-04-25,retail,67.71
t1867,2025-03-20,food,33.5
t9712,2025-08-21,travel,269.04
t5949,2025-08-04,travel,419.88
t3435,2025-09-14,other,56.97
t2123,2025-03-30,utilities,115.97
t2575,2025-10-03,retail,106.44
t9695,2025-08-09,retail,165.9
t1922,2025-07-16,food,23.8
t2957,2025-08-11,retail,159.75
t9135,2025-04-18,food,24.4
t9938,2025-02-16,other,18.61
t10073,2025-08-31,food,28.07
t5413,2025-08-17,entertainment,75.52
t1420,2025-01-23,entertainment,81.35
t3371,2025-08-27,food,21.75
t3860,2025-01-24,retail,91.09
t5046,2025-03-15,travel,578.14
t2026,2025-09-09,food,12.07
t595,2025-07-08,gas,63.04
t1559,2025-07-30,retail,100.82
t10646,2025-07-07,retail,101.73
t6891,2025-02-27,gas,32.66
t10250,2025-09-24,gas,93.35
t10331,2025-06-10,travel,645.52
t6021,2025-10-27,gas,79.35
t3400,2025-05-01,other,93.88
t2059,2025-02-02,utilities,127.8
t7249,2025-05-13,food,33.26
t9933,2025-02-22,gas,20.31
t8120,2025-09-10,gas,68.93
t10426,2025-04-25,utilities,225.92
t11500,2025-02-03,entertainment,88.81
t7785,2025-10-10,retail,109.49
t9416,2025-01-19,food,25.09
t11478,2025-09-16,retail,102.9
t3586,2025-04-20,retail,50.04
t5341,2025-07-02,food,27.28
t7050,2025-09-16,travel,817.12
t6958,2025-08-27,retail,96.06
t536,2025-09-20,food,29.98
t10613,2025-08-29,gas,56.46
t293,2025-05-04,retail,30.73
t2837,2025-02-21,retail,53.33
t4475,2025-06-06,retail,229.21
t2871,2025-01-03,other,74.4
t8281,2025-06-27,entertainment,58.44
t6175,2025-08-21,retail,93.6
t8458,2025-02-18,entertainment,41.19
t10108,2025-07-25,gas,81.95
t3647,2025-08-10,food,20.44
t5182,2025-08-23,utilities,196.19
t1319,2025-01-28,entertainment,70.11
t10957,2025-07-21,retail,115.43
t7429,2025-01-05,gas,70.49
t4013,2025-03-11,food,29.12
t5653,2025-06-17,other,54.88
t7542,2025-03-27,gas,37.25
t6578,2025-04-13,food,22.51
t9657,2025-07-20,food,22.39
t6460,2025-01-25,other,72.63
t8420,2025-05-12,entertainment,88.24
t8537,2025-08-17,entertainment,112.12
t2229,2025-03-25,food,17.38
t10039,2025-10-27,entertainment,9.95
t5946,2025-05-13,food,31.25
a194,2025-08-03,gas,4999.38
t8423,2025-03-06,gas,53.34
t4251,2025-01-23,other,57.88
t3874,2025-04-23,entertainment,42.5
t11343,2025-01-09,food,6.56
t357,2025-09-23,utilities,44.86
a155,2025-04-05,utilities,942.21
t7753,2025-04-07,gas,34.98
t7969,2025-01-18,entertainment,110.73
t9991,2025-07-10,retail,74.07
t838,2025-02-23,retail,103.46
t8924,2025-08-15,entertainment,70.0
t6308,2025-07-10,retail,28.3
t7290,2025-05-31,food,33.46
t2007,2025-03-05,gas,50.37
t10604,2025-10-01,entertainment,18.51
t10712,2025-07-04,entertainment,19.03
t8697,2025-06-25,other,186.6
t2363,2025-01-26,utilities,149.73
t8966,2025-04-12,retail,108.98
t9658,2025-05-25,utilities,197.72
t9872,2025-01-27,food,22.49
t8770,2025-10-01,food,19.42
t7533,2025-09-08,retail,138.82
t2900,2025-10-19,retail,145.03
t1891,2025-07-14,utilities,136.55
t7256,2025-01-25,entertainment,107.49
t158,2025-04-01,other,87.51
t9240,2025-10-03,utilities,112.22
t128,2025-07-15,entertainment,56.84
t6919,2025-08-27,retail,122.17
t8815,2025-02-08,food,31.49
t1442,2025-09-04,food,35.07
t6659,2025-07-03,other,66.94
t7280,2025-01-30,food,32.98
t2749,2025-09-20,retail,193.93
t9952,2025-08-31,travel,609.21
t8455,2025-07-18,retail,132.97
t8964,2025-09-02,gas,62.22
t5498,2025-04-08,utilities,86.42
t3062,2025-09-14,gas,32.21
t9558,2025-01-06,travel,320.85
t6031,2025-08-09,entertainment,59.83
t5615,2025-03-31,retail,175.86
t10045,2025-02-03,other,42.78
t1058,2025-01-22,retail,25.77
t1964,2025-03-10,food,19.71
t3126,2025-03-31,food,21.93
t11415,2025-09-21,gas,25.97
t10500,2025-10-13,entertainment,108.09
t1128,2025-06-26,food,30.06
t6569,2025-08-09,retail,111.01
t9460,2025-08-30,retail,29.49
t11575,2025-06-06,other,82.22
t10290,2025-05-18,food,44.15
t9555,2025-07-17,entertainment,60.68
t11655,2025-08-12,food,27.89
t7245,2025-08-22,retail,170.59
t11047,2025-05-20,utilities,110.02
t1544,2025-06-06,other,2.5
t5991,2025-05-30,retail,84.43
t5307,2025-09-29,gas,88.34
t7479,2025-04-20,food,33.04
t2269,2025-04-10,food,27.96
t7169,2025-03-15,gas,79.48
a107,2025-06-10,entertainment,1002.49
t133,2025-08-06,food,11.96
t8061,2025-02-04,food,17.18
t4668,2025-10-12,food,29.35
t9381,2025-06-10,other,104.69
t604,2025-08-01,food,34.62
t5640,2025-06-25,utilities,122.93
t4803,2025-07-31,gas,57.73
t9823,2025-10-03,retail,81.63
t394,2025-01-01,other,68.23
a12,2025-08-29,utilities,1879.59
t9405,2025-05-13,gas,72.89
t7110,2025-08-15,other,95.9
t4950,2025-03-19,retail,19.74
t6113,2025-05-30,gas,56.69
t5683,2025-04-04,gas,56.72
t7380,2025-02-23,food,32.88
t3406,2025-05-26,utilities,144.93
t3617,2025-10-23,other,21.41
t5287,2025-10-03,entertainment,130.89
t182,2025-04-01,retail,155.69
t2278,2025-07-12,entertainment,71.31
t10406,2025-10-27,retail,90.62
t3235,2025-06-20,gas,51.81
t6302,2025-01-18,entertainment,13.06
t8371,2025-03-24,gas,64.3
t3801,2025-01-04,entertainment,100.17
t8266,2025-08-02,food,38.24
t8001,2025-02-14,retail,83.17
t9066,2025-02-01,retail,108.97
t402,2025-09-11,food,13.51
t3594,2025-05-24,entertainment,118.18
t4792,2025-03-29,gas,104.51
t1632,2025-08-19,food,13.95
a3,2025-10-10,other,2000.37
t10346,2025-07-02,food,26.85
t3583,2025-04-09,gas,58.57
t11058,2025-06-24,travel,290.3
t5350,2025-07-19,food,32.68
t5272,2025-02-22,food,24.62
a101,2025-05-18,travel,10551.15
t11631,2025-06-02,other,76.74
t5523,2025-01-05,utilities,112.26
t10812,2025-03-01,food,24.36
t8501,2025-02-17,food,26.83
t8431,2025-04-23,food,27.78
t9337,2025-02-08,retail,44.82
t6886,2025-04-15,retail,90.52
t3464,2025-08-17,food,32.48
t5986,2025-04-21,other,85.04
t5585,2025-10-18,other,67.79
t6135,2025-02-16,travel,556.01
t2068,2025-05-15,gas,63.91
t4478,2025-05-31,other,88.82
t7073,2025-07-14,other,66.71
t4963,2025-01-23,utilities,107.83
t1600,2025-06-13,food,28.33
t5786,2025-10-05,travel,172.0
t1386,2025-02-08,entertainment,34.59
t9144,2025-08-17,food,22.37
t6658,2025-07-14,travel,623.59
t11129,2025-06-12,food,25.83
t1406,2025-04-10,retail,128.34
t3276,2025-01-26,entertainment,47.58
t810,2025-08-25,utilities,106.11
t8827,2025-09-13,travel,299.88
t2030,2025-06-01,retail,92.75
t5900,2025-09-11,gas,88.61
t2651,2025-04-21,travel,708.61
t6530,2025-01-14,retail,84.73
t3025,2025-04-19,travel,740.08
a124,2025-01-01,other,1607.51
t9343,2025-10-04,utilities,148.2
t4844,2025-08-05,food,43.91
t9215,2025-08-06,other,80.97
t1703,2025-06-05,food,38.32
t9488,2025-06-13,gas,64.51
t62,2025-02-02,utilities,127.58
t3657,2025-04-25,gas,36.99
t4935,2025-02-17,retail,105.42
t4581,2025-05-10,retail,167.12
t2095,2025-08-23,gas,29.1
t8720,2025-08-27,retail,93.25
t10127,2025-05-03,gas,29.44
t1881,2025-06-24,food,16.94
t11059,2025-08-21,food,29.48
t6595,2025-01-13,food,24.29
t7797,2025-01-27,utilities,105.88
t10376,2025-03-16,food,26.8
t8065,2025-04-20,food,22.52
t2288,2025-04-18,retail,177.17
t6748,2025-07-29,other,24.96
t8939,2025-10-05,gas,89.14
t5364,2025-02-02,other,104.52
t4476,2025-09-13,utilities,130.78
t8167,2025-08-04,food,11.42
t5906,2025-07-12,food,28.33
t665,2025-02-26,retail,105.39
t2907,2025-10-18,other,82.47
t1047,2025-10-25,utilities,126.09
t10145,2025-08-14,gas,39.35
t2405,2025-04-03,gas,102.43
t5201,2025-09-15,food,12.06
t11589,2025-01-01,food,23.69
t1569,2025-07-20,other,92.63
t463,2025-03-02,food,26.84
t744,2025-03-22,gas,62.26
t223,2025-08-06,entertainment,70.59
t7537,2025-05-10,utilities,131.15
t6605,2025-02-10,gas,48.91
t3521,2025-02-13,food,14.5
t626,2025-09-19,travel,653.48
t10738,2025-06-23,other,14.1
t10018,2025-09-02,food,23.36
t2189,2025-03-27,retail,37.43
t2178,2025-07-18,food,21.41
t6887,2025-07-22,retail,116.35
t9606,2025-08-09,retail,78.86
t9314,2025-05-11,retail,188.72
t9916,2025-01-10,utilities,173.49
t439,2025-03-28,retail,77.14
t4339,2025-06-06,other,96.75
t10523,2025-08-11,other,141.04
t354,2025-03-02,food,22.74
t5911,2025-01-07,gas,75.66
t457,2025-09-13,food,19.56
t9681,2025-02-26,food,31.51
t7493,2025-01-14,food,31.25
t240,2025-06-15,utilities,202.5
t7829,2025-06-26,food,35.43
t9070,2025-03-09,food,30.4
t4054,2025-08-10,food,20.7
t5363,2025-01-29,food,23.68
t8794,2025-02-06,entertainment,87.11
t7932,2025-07-27,gas,68.97
t9465,2025-05-27,other,49.08
t4922,2025-03-31,retail,98.09
t4354,2025-09-26,retail,190.35
t1019,2025-07-12,food,21.07
t8043,2025-06-20,food,7.54
t8539,2025-03-21,retail,98.34
t1761,2025-02-16,food,22.14
t8871,2025-08-04,food,36.35
t10534,2025-08-25,other,138.29
t10176,2025-06-25,retail,177.75
t1104,2025-03-06,utilities,103.66
t9838,2025-01-29,utilities,136.43
t7587,2025-09-27,retail,138.3
t8779,2025-08-07,other,137.83
t6222,2025-05-10,utilities,216.35
t7964,2025-04-21,gas,59.02
t3252,2025-10-22,food,19.16
t4375,2025-10-01,entertainment,53.99
t5124,2025-05-23,entertainment,123.26
t3064,2025-02-15,utilities,103.58
t4731,2025-04-22,retail,86.25
t4171,2025-04-08,retail,88.76
t9367,2025-06-27,retail,86.58
t2948,2025-04-18,food,16.87
t10991,2025-08-22,gas,72.68
t11076,2025-05-20,retail,107.33
t6909,2025-02-01,gas,66.82
t11301,2025-08-07,retail,121.16
t4550,2025-07-07,food,17.95
t10446,2025-08-03,entertainment,88.72
t9448,2025-01-04,gas,78.33
t9661,2025-10-03,food,23.71
t10091,2025-10-06,travel,110.23
t5445,2025-08-21,travel,739.22
t1035,2025-06-08,travel,382.85
t2265,2025-09-24,retail,101.08
t5033,2025-03-16,retail,161.24
t6538,2025-02-19,gas,51.58
t11612,2025-01-28,other,96.68
t8372,2025-01-27,food,46.05
t907,2025-02-28,food,23.68
t11107,2025-07-12,retail,164.98
t8577,2025-09-22,other,55.15
t369,2025-05-03,food,20.74
t10060,2025-02-10,retail,67.57
t1416,2025-04-03,entertainment,58.48
t4050,2025-07-28,food,35.33
t2287,2025-10-11,retail,137.02
t11488,2025-08-19,retail,79.6
t6822,2025-09-22,entertainment,99.04
a134,2025-08-25,retail,1911.14
t8490,2025-07-09,food,23.45
t7408,2025-05-29,retail,95.95
t10948,2025-02-28,entertainment,79.34
t10570,2025-06-09,travel,633.12
t5156,2025-10-24,food,50.46
t2901,2025-05-26,food,34.91
t1722,2025-02-08,food,16.13
t7627,2025-09-18,retail,60.87
t4640,2025-07-15,retail,58.33
t3185,2025-08-21,food,4.43
t3486,2025-09-03,travel,736.01
t1825,2025-07-13,retail,82.27
t3081,2025-04-03,food,22.26
t7183,2025-10-25,entertainment,37.44
t3024,2025-09-09,retail,156.73
t10709,2025-02-02,other,31.19
t11539,2025-09-26,food,37.4
t1902,2025-05-24,entertainment,67.77
t3972,2025-08-06,food,30.59
t3795,2025-01-07,utilities,83.79
t1919,2025-07-14,travel,399.22
t8494,2025-01-30,retail,23.63
t6384,2025-02-26,retail,146.66
t1570,2025-02-01,gas,64.85
t11242,2025-09-23,retail,169.47
t348,2025-10-08,retail,148.16
t1243,2025-06-18,entertainment,132.97
t421,2025-06-11,utilities,151.83
t4701,2025-08-06,entertainment,97.85
t9067,2025-03-23,retail,59.76
t5454,2025-04-11,gas,71.01
t8402,2025-01-21,gas,49.28
t9764,2025-10-21,other,110.87
t10698,2025-02-26,other,61.02
t8643,2025-07-14,food,25.42
t10460,2025-06-07,entertainment,46.97
t1032,2025-05-18,entertainment,51.6
t4166,2025-08-23,retail,76.11
t9935,2025-09-05,retail,150.9
t6992,2025-03-22,food,41.79
t7508,2025-08-19,food,11.66
t7873,2025-03-25,food,23.63
t11244,2025-02-24,utilities,169.83
t764,2025-04-16,utilities,134.57
t8411,2025-09-19,gas,65.34
t10665,2025-07-08,travel,655.7
t3462,2025-04-19,food,23.5
t10612,2025-02-27,food,35.53
t2485,2025-01-21,food,44.99
t1223,2025-05-20,gas,45.08
t6609,2025-01-27,entertainment,78.88
t2135,2025-01-17,food,12.74
t2424,2025-03-20,other,93.36
t3777,2025-02-01,food,14.43
t6642,2025-05-28,travel,400.54
t6197,2025-07-06,retail,100.7
t5196,2025-01-16,food,34.28
t8544,2025-07-08,food,40.69
t6303,2025-04-07,food,29.64
t4340,2025-08-16,other,144.2
t1576,2025-03-01,food,37.93
t510,2025-06-20,retail,119.34
t9341,2025-09-28,food,17.49
t6192,2025-03-15,retail,96.82
t8992,2025-07-09,entertainment,49.3
t2305,2025-08-22,entertainment,56.64
t4449,2025-03-16,utilities,217.42
t749,2025-02-01,retail,8.21
t8752,2025-02-03,entertainment,45.39
t11529,2025-02-14,food,17.37
t1260,2025-04-20,food,26.91
t3078,2025-07-10,food,38.94
t11433,2025-05-11,food,30.48
t1889,2025-01-26,food,24.31
t11559,2025-08-23,entertainment,18.5
t3510,2025-10-20,gas,49.2
t712,2025-09-30,gas,45.1
t9414,2025-05-03,other,42.27
t10946,2025-05-13,gas,40.61
t4635,2025-04-01,retail,138.02
t7552,2025-10-08,other,82.68
t7406,2025-05-09,retail,154.3
t1373,2025-04-15,retail,73.23
t11201,2025-07-09,food,38.82
t713,2025-03-27,gas,66.0
t3330,2025-08-16,other,40.04
t7717,2025-05-16,utilities,123.89
t7812,2025-04-06,food,12.23
t10131,2025-02-25,entertainment,65.59
t3695,2025-02-08,gas,62.36
t6953,2025-06-09,entertainment,65.47
t4747,2025-06-29,retail,76.68
t9816,2025-03-27,retail,55.48
t6426,2025-03-14,other,69.05
t9703,2025-01-11,food,14.24
t1483,2025-05-19,retail,139.16
t1490,2025-03-20,food,31.37
t105,2025-05-17,gas,52.66
t7798,2025-07-30,retail,115.27
t1795,2025-10-18,retail,37.47
t9669,2025-06-04,gas,56.44
t1822,2025-08-07,food,23.54
t2387,2025-07-31,entertainment,100.23
t5184,2025-03-26,retail,137.11
t5091,2025-08-11,entertainment,79.57
t4258,2025-01-09,entertainment,56.07
t1742,2025-08-17,retail,84.01
t1659,2025-05-27,utilities,52.77
t213,2025-08-29,retail,62.83
t5318,2025-05-16,gas,67.02
t9250,2025-07-09,retail,111.01
t6015,2025-07-29,food,12.73
t3059,2025-05-18,entertainment,56.28
t324,2025-03-30,utilities,49.6
t11304,2025-02-26,other,51.06
t1098,2025-10-25,food,25.45
t10586,2025-08-30,retail,150.79
t1360,2025-09-21,other,107.43
t335,2025-10-03,food,39.8
t5492,2025-02-17,food,15.55
t3111,2025-01-14,gas,41.19
t3475,2025-09-09,food,34.96
t4903,2025-03-12,food,33.26
t1614,2025-02-24,gas,50.56
t6667,2025-05-11,gas,74.99
t793,2025-01-11,retail,56.33
t234,2025-03-25,utilities,138.54
t10294,2025-06-01,other,59.38
t9114,2025-01-05,entertainment,21.06
t1065,2025-08-11,entertainment,105.32
t210,2025-07-12,food,33.81
t10409,2025-07-24,travel,484.02
t8184,2025-04-25,utilities,118.8
t5460,2025-01-04,entertainment,105.45
t6316,2025-06-20,food,20.72
t4841,2025-04-04,gas,37.76
t8119,2025-04-22,food,33.37
t4520,2025-05-05,utilities,67.95
t2414,2025-05-28,food,9.63
t4345,2025-09-05,retail,80.14
a29,2025-03-18,entertainment,1298.17
t4885,2025-05-31,retail,120.06
t9273,2025-10-05,entertainment,84.77
t3543,2025-10-10,entertainment,101.05
t11552,2025-04-02,retail,117.2
t872,2025-03-19,utilities,91.9
t3622,2025-06-26,food,15.69
t1264,2025-09-17,food,33.43
t1619,2025-05-21,utilities,89.14
t6836,2025-01-02,gas,63.14
t11656,2025-10-08,other,48.95
t5769,2025-01-06,other,28.42
t2415,2025-01-16,utilities,90.01
t10789,2025-04-17,food,37.7
t5793,2025-04-08,retail,37.04
t1221,2025-03-16,food,48.33
t11223,2025-04-09,retail,76.42
t1766,2025-07-16,utilities,121.02
t9218,2025-09-16,entertainment,13.57
t2457,2025-10-17,food,15.43
t6947,2025-06-08,food,21.07
t7888,2025-10-06,food,38.4
t2002,2025-10-22,food,32.82
t1514,2025-05-09,food,32.99
t4442,2025-07-04,entertainment,97.29
t2802,2025-04-02,retail,47.83
t4949,2025-10-21,food,26.5
t6848,2025-05-09,gas,60.11
t2524,2025-07-31,gas,68.32
t4266,2025-03-06,entertainment,66.92
t5966,2025-02-04,gas,32.88
t9200,2025-07-27,other,72.57
t7782,2025-03-26,retail,107.74
t11749,2025-06-22,gas,20.07
t4061,2025-08-31,food,24.71
t3079,2025-10-10,gas,74.0
t6932,2025-07-14,food,34.52
t5153,2025-03-09,retail,138.5
t9635,2025-08-18,gas,44.35
t7041,2025-05-27,gas,47.48
t10319,2025-03-07,food,29.1
t2111,2025-06-09,food,24.47
a228,2025-07-11,other,1002.08
t2376,2025-04-24,other,116.4
t9137,2025-09-12,other,96.74
t9170,2025-08-22,travel,516.46
t9420,2025-10-26,retail,71.12
t3818,2025-10-12,utilities,103.61
t6346,2025-10-27,retail,75.68
t7730,2025-05-11,food,32.3
t3547,2025-09-29,utilities,165.57
t3528,2025-03-13,gas,65.36
t10160,2025-02-09,retail,14.07
t6960,2025-07-05,gas,75.39
t3718,2025-06-22,food,37.91
t618,2025-09-18,other,2.5
t7885,2025-07-20,food,18.46
t4404,2025-05-30,food,15.96
t5829,2025-08-07,food,30.85
t8210,2025-07-24,retail,85.81
t10070,2025-06-15,gas,48.65
t2653,2025-06-21,food,23.81
t6221,2025-07-18,other,87.37
t8628,2025-09-07,other,59.2
t746,2025-07-11,gas,80.87
t3542,2025-03-26,food,35.34
t11755,2025-06-29,travel,187.81
t2005,2025-06-02,retail,25.62
t7414,2025-07-30,utilities,69.85
t6573,2025-08-12,utilities,85.65
t11466,2025-05-29,utilities,180.87
t3048,2025-04-21,food,20.86
t11267,2025-07-30,other,31.34
t10626,2025-01-05,food,28.45
t1337,2025-09-18,travel,351.11
t9748,2025-02-18,food,25.65
t7820,2025-04-22,food,26.77
t5271,2025-09-25,food,36.53
t9596,2025-04-03,gas,33.07
t3096,2025-01-10,food,29.55
t4748,2025-05-16,food,32.85
t3286,2025-05-01,other,121.54
t5279,2025-05-05,retail,84.67
t7319,2025-08-31,retail,88.78
t11756,2025-03-11,other,72.43
t1314,2025-06-13,retail,140.21
t4510,2025-07-14,food,30.51
a229,2025-03-09,food,483.12
t7146,2025-02-25,food,35.21
t2904,2025-05-09,food,32.16
a85,2025-09-24,retail,821.06
t7034,2025-03-24,retail,124.19
t3334,2025-08-02,travel,280.3
t6326,2025-09-21,food,15.58
t3985,2025-05-15,gas,31.88
t4393,2025-05-14,retail,53.3
t3054,2025-05-09,retail,125.63
t9409,2025-08-07,retail,75.74
t977,2025-04-24,entertainment,95.52
t5860,2025-09-11,gas,57.34
t4703,2025-10-09,food,16.31
t654,2025-08-29,food,24.17
t9704,2025-05-06,food,34.69
t2270,2025-01-20,food,24.77
a223,2025-10-13,food,4999.64
t7793,2025-05-23,food,27.41
